id,words
3173,"Thriller, Action, Crime, Drama, gun, repayment, deaf-mute, hitman, male friendship, bangkok, thailand, friendship, mafia, killer, gunshot"
27092,"Crime, jealousy, psychological stress, gay relationship, argentina, bank robbery, lgbt, 1960s"
23941,"Drama, Mystery, dancing, poetry, secret, nudity, hitman, strip club, hollywood, drug, stripping, club"
18192,"Drama, anti semitism, independent film, mistaken for jewish"
11845,"Romance, Drama, hotel room, blow job, bartender, unsimulated sex, new french extremism"
9081,"Animation, Drama, philosophy, loss of sense of reality, dream, freedom, independent film, free will, parallel world, existence, imagination, existentialism"
167,"Drama, Science Fiction, robbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, help"
34043,"Comedy, Family, Romance"
9378,"Horror, Thriller, hunter, nanny, nudity, collector, house, supernatural, hell, uncle, revenge, lawyer, inheritance, blood, psychic, violence, devil, trapped, machine, evil, glass"
27444,"Romance, Drama, Comedy, sex, nudity, australia, love, lust"
141,"Fantasy, Drama, Mystery, parent child relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager"
10034,"Action, Crime, Comedy, nurse, blackmail, teacher, best friend, bank robbery"
11457,"Drama, father son relationship, house, cancer, drug, divorce, ex-wife, unemployment"
10778,"Crime, Drama, hairdresser, small town, con man, insurance fraud, encounter"
78657,"Comedy, woman director"
67385,"Drama, Foreign, drama"
151727,
11456,"Mystery, Thriller, Crime, menace, adoption, dangerous, adoptive father, threat to death, step father, murder, divorce, ex-wife, child, murder hunt"
585,"Animation, Comedy, Family, monster, infant, energy supply, company, rivalry, hijinks, best friend, scream, conveyor belt, energy company, friend"
10796,"Action, Science Fiction, Thriller, dual identity"
23949,"Drama, shyness, alcohol, sex, jealousy, michigan, secret, obsession, fight, blackmail, virgin, motel, high school, love, friends, money, marijuana, violence, drug, criminal, denial, apology, rudeness"
11088,"Action, Crime, Drama, Thriller, gold, blackmail, bank robber, jewelry, receiving of stolen goods, heist"
9889,"Comedy, Romance, overweight, beauty, hypnosis, overweight man, overweight woman, oberflächlichkeit, kompliment, obesity, fat suit, beauty standards, fat man, fat woman, attractiveness"
140511,"Drama, Thriller"
133115,"Drama, Comedy, Romance, tourette syndrome, obsessive compulsive disorder"
45964,"Horror, Thriller, babysitter, suspense, phone call"
32014,"Action, Science Fiction, Western, time travel, road movie"
13408,"Action, Comedy, sex, fight, music, illegal drug, black american stereotype, cashier, disgruntled worker, low rider, caller id, duringcreditsstinger"
671,"Adventure, Fantasy, Family, witch, christmas party, magic, cutting the cord, halloween, child hero, broom, chosen one, frog, fantasy world, based on young adult novel"
17731,"Comedy, Drama, gay, stripper, porno star, independent film"
20794,"Comedy, Crime, Thriller, murder, independent film, drug, dentist"
11469,"Adventure, Comedy, Fantasy, england, black people, medallion, castle, time travel, leap in time, knight, impostor, king, middle ages, imposture, medieval times"
14369,"Comedy, manager, alcohol, races, mountain, gondola, snowboarding, airplane, father, sport, prank, alaska, male female relationship, drug humor, hot tub, ski resort"
1535,"Action, Crime, Thriller, spy, china, cia, cold war"
1433,"Fantasy, Drama, Horror, Thriller, Science Fiction, bomb, sex, fight, nudity, war, supernatural, orphanage, revenge, murder, bully, fear, explosion, spanish"
1999,"Drama, Thriller, age difference, fishing, arbitrary law, conductor, ex husband, single, independent film"
58098,
78076,"Action, Thriller, blaxploitation, gangster"
87774,"Action, brother, redneck, blaxploitation, southern"
23847,"Action, Crime, Drama, Thriller, suspense, blaxploitation"
50785,"Drama, War"
12472,"Comedy, Family, Science Fiction"
42258,"Romance, Drama"
11834,"Fantasy, Comedy, father son relationship, dream, new love, village, weltverbesserer"
16085,"Drama, Comedy, Music, Romance, comedian, musical, marriage, jewish, divorce"
27405,"Horror, circus, plastic surgeon"
269,"Drama, Crime, paris, journalist, running, car thief, marseille, journalism, newspaper, smoking, hotel room, loss of lover, fight, dying and death, auto, friendship, financial transactions, extramarital affair, nouvelle vague, french noir"
16441,"Action, Fantasy, sword fight, animal"
11422,"Action, Drama, History, War, japanese, world war ii, midway, soldier, american"
31037,"Drama, History, world war ii, history"
40739,"Action, Drama, War, world war ii, german, soldier, american"
10656,"Action, Thriller, paris, culture clash, subway, metropolis, blackmail, document, criminal, socialite, punk band"
32847,"Drama, Romance, cruise, buenos aires, transformation, love, psychiatrist, nervous breakdown, insecurity, psychiatry, middle age, spinster"
39938,"Drama, Family, coming of age, american civil war"
38766,"Adventure, Drama, Action, War, siege, pacific theater"
43510,"Action, War, Drama, war correspondent, jungle warfare, guadalcanal"
35284,"Action, Drama, War, italy, europe, world war ii, u.s. army, nazi germany"
14584,"Comedy, Thriller, Crime, Mystery, spoof, sam spade"
58886,"Comedy, Foreign"
72277,"Drama, Mystery, Thriller, dream, nightmare, voodoo, water, australia, sign, court, lawyer, shaman, storm, manslaughter, aborigine"
5781,"Comedy, Drama, Romance, paris, bomb, mistake in person, bucket, lausanne, love, independent film, mother daughter relationship, train, maid, humiliation, seville"
23805,"Comedy, Family, department store, rich kid, trophy wife, job termination, richard pryor"
34388,"Thriller, berlin, berlin wall, england, spy, cold war, secret intelligence service, defection, swinging 60s, east germany, harry palmer"
39867,"Horror, new york, dancing, female nudity, new jersey, nudity, sadism, revenge, burned alive, murder, priest, independent film, serial killer, slasher, gasoline, church, maniac, flamethrower, burning body, disco, old house, death of mother, psychotic, burn victim, flashback, video nasty, abusive mother"
11033,"Horror, Mystery, Thriller, transvestism, taxi, prostitute, subway, shower, one-night stand, manipulation, nightmare, seduction, photography, friendship, assault, alter ego, murder, stalking, violence, psychiatrist, interrogation, desire, guilt, extramarital affair, hitchcockian, straight razor, exhibitionism, elevator, dark secrets, white gloves"
69716,"Action, Drama, boy, australia, tragedy"
37835,"Action, Thriller, Crime, Drama, new york, rape, vietnam, weapon, vigilante, revenge, gore, b movie, torture, prostitution, gangster, violence, ex soldier"
33356,"Drama, Science Fiction"
3537,"Drama, dance performance, dance, musical, rivalry"
38922,"Comedy, Romance, diet, obesity, woman director"
27145,"Comedy, Drama, Romance"
8738,"Action, Science Fiction, world war ii, pearl harbor, airplane, time travel"
28614,"Crime, Drama, Mystery, Thriller, suspense"
3604,"Science Fiction, emperor, solar eclipse, prince, tv duel, fighter, deception, hood, scientist, sword and planet"
6974,"Adventure, Science Fiction, mars, monster, carnivorous plant, spaceship, alien, martian, giant monster, outer space, doctor, astronaut, space adventure, man eating plant"
26398,"Adventure, Fantasy, Science Fiction, sex, based on novel, monster, quicksand, edgar rice burroughs, subterranean, cavern, cave woman"
42218,"Horror, Science Fiction, florida, mutant, everglades, radioactive, independent film, b movie, ants, giant insect, real estate, florida everglades, giant ants, animal horror"
10649,"Action, Crime, Thriller, san francisco, alcatraz, damage, inspector, magnum, dirty harry"
42566,"Adventure, Action, Crime, undercover, fight, police, drug, death"
17689,"Drama, Action, Crime, Thriller, ambush, prostitute, helicopter, showdown, bus, sniper, mexican standoff, freight train, hitman, witness, chase, police protection, biker, beating, organized crime, shootout, motorcycle, police car, alcoholic, tough cop, betting, gauntlet, corrupt official, extradition"
34084,"Horror, cemetery"
15983,"Action, Thriller"
14854,"Action, Crime, Drama, Romance, Thriller, Western, martial arts, kung fu, texas, fbi, wheelchair, texas ranger, weapon, gun battle, drug, father daughter relationship, killing a dog"
10847,"Adventure, Drama, Thriller, exotic island, will to survive, gang war, leader, rescue"
33525,"Comedy, Science Fiction, british army, stage show, ufo, space, rocket crash"
27591,"Adventure, Fantasy, Science Fiction, based on novel, monster, expedition, island, volcano, ship, spider, sequel, rescue, independent film, dinosaur, cavemen, edgar rice burroughs, prehistoric creature, biplane, pterodactyl, prehistoric times, cave woman, stegosaurus"
299,"Thriller, Music, Comedy, Crime, gambling, perfect crime, casino, new year's eve, robbery, italo-american, rat pack, thief, car, hoodlum, duringcreditsstinger"
31945,"Drama, sicily, sicilian mafia, sicilian"
42160,"Action, Comedy, Drama, Thriller, stuntman"
10650,"Action, Crime, Thriller, heart, chase, revitalization, dirty harry"
8007,"Action, Drama, Thriller, War, helicopter, war crimes, sniper, bosnia and herzegovina, fighter pilot, bosnian war of 1992-1995, rescue, escape, tank, atrocity, gunfight, combat, military, mine field, action hero, aircraft carrier, reconnaissance, mass grave"
19076,"Drama, History, marie antoinette, revenge"
81442,Comedy
50562,Documentary
13503,"Action, Western, underwear, tiger, racial segregation"
161,"Thriller, Crime, prison, pickpocket, strip club, con artist, atlantic city, cockney accent, las vegas, card dealer, explosives expert, black and white scene, male, salt lake city utah"
43774,"Drama, Foreign, Romance, bus, secret, rain, tea, truck, love, crying, construction site, afghan, construction, shoe, turkish"
31064,"Drama, Thriller, rape, sex, airport, authority, assistant, power, revenge, independent film, trust"
31682,"Drama, Science Fiction, Thriller, based on novel, cat, giant spider, shrinking, radioactivity"
8342,"Drama, Action, History, bosnia and herzegovina, recruit, bosnian war of 1992-1995"
55479,Drama
4886,"Crime, Drama, Mystery, cat, island, guest, fisherman, whodunit, dinner, doctor, power outage, record, nursery rhyme, record player, duplicity, mystery killer, scheming, mind game"
228,"Drama, professor, pub, music, melodrama, german expressionism, traveling circus"
23111,"Comedy, Drama, Romance, american dream, american  way of life, music, moscow"
42597,"Comedy, Romance, writer, apartment"
194,"Comedy, Romance, paris, love triangle, ghost train, sex-shop, shyness, montmartre, daughter, garden gnome, journey round the world, photography"
11397,"Comedy, underdog, ball, kiss, high school, school party, parody, crush, teenage crush, prom queen, sitting on a toilet, aftercreditsstinger, duringcreditsstinger"
1903,"Drama, Mystery, Romance, Science Fiction, Thriller, amnesia, ex-girlfriend, virtual reality"
11889,"Drama, Romance, based on novel, new love, love of one's life, retiree, aging, alzheimer, pflegen, love, author, short-term memory, photographic memory"
28171,"Drama, islam, middle east, refugee, afghanistan, famine, mujahid, sister, taliban, based on true story, travel, teacher, disappearance, death, red cross, iranian new wave"
9523,"Crime, Drama, Mystery, Thriller, infidelity, investigation, marriage crisis, police, relation"
9428,"Comedy, Drama, forgiveness, child prodigy, terminal illness, dysfunctional family, cigarette smoking, family conflict"
1649,"Adventure, Comedy, Family, Fantasy, Science Fiction, future, dying and death, heaven, time travel, heavy metal, diabolical ego, afterlife, metal, robot, devil, doppelganger, seance"
11938,"Comedy, england, chaos, pünktlichkeit, principal, train"
43143,"Horror, Science Fiction, mountain, monster, cloud, geneva, psychic power, based on tv series, decapitation, hypnotism, radioactivity"
35201,"Action, Crime, Thriller, nazis"
42724,"Comedy, Drama, Fantasy, london england, divorce, flight of fancy"
24264,"Action, Adventure, Comedy, Fantasy, Science Fiction, africa, mercenary, adventure, female hero, jungle girl"
27150,"Action, Horror, Science Fiction, Thriller, male nudity, female nudity, martial arts, kung fu, showdown, sheriff, texas, nudity, human experimentation, murder, hospital fight, axe murder, taekwondo, hand to hand combat, regeneration"
26978,"Adventure, Science Fiction, alien planet, forbidden zone, waif"
19209,"Family, Adventure, Drama, wilderness, friendship, survival, coming of age, summer, nature, guide, tough love"
8386,"Comedy, carpet, pimp, harvard university, joint, cannabis, teen movie, university, person on fire, cult film, dove, dean, weed+, marijuana joint, smoke, drug deal, canon, pot head, smoke ring, pill bottle, doves, baby powder, grave robbing, corpse in coffin, pillbox, pot"
12589,"Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction, showdown, gi, villain, genius, alien, rescue, miniaturization, robot, battle, laser gun, spear, boy genius"
12312,"Comedy, profession, karate, daughter, beförderung, ex-wife, parking, slap"
11232,"Comedy, Fantasy, Romance, Science Fiction, lover (female), love of one's life, time travel, kiss, past, secret love, fish out of water"
120,"Adventure, Fantasy, Action, elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountain, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery"
11086,"Drama, Romance, california, falsely accused, prosecution, anti-communism, hollywood, writer"
453,"Drama, Romance, individual, schizophrenia, massachusetts, love of one's life, intelligence, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, m.i.t., mathematics, delusion"
18939,"Animation, Fantasy, Drama, Horror, Comedy, Science Fiction, baby, childless couple"
12724,"Horror, Thriller, Comedy, nun, satanism, legend, young people, possession, murder, demon, monastery, school life"
11414,"Crime, Drama, mississippi, swamp, hostility, freedom, bias, racist, escape, chain gang, man hunt, escaped convict, racism, train, convict, spit in the face, south"
31507,"Drama, Romance, europe, retirement, tycoon"
42612,"Drama, violence, tv news"
18783,"Action, Adventure, Drama, War, tank, sergeant, desert, desert warfare"
12593,"Animation, Comedy, Drama, new york, sex, cat, underground, orgy, students' movement, sexual revolution, violence against women, addiction, race riot, talking animal, midnight movie, anthropomorphism, hallucinogenic drug, sexual freedom, grindhouse, sexual violence, drug, adult animation"
14683,"Animation, Comedy, sex, cat, 1970s, cheating, lust and impulsiveness, joint, sexual revolution, hell, sequel, cult comedy, surrealism, politically incorrect, talking animal, anthropomorphism, racism, violence, adult animation"
10794,"Comedy, film producer, party"
43136,"Drama, Romance, hotel, writer, seaside, leitmotif"
45491,"Drama, Adventure, Comedy"
5052,"Adventure, Comedy, Crime, museum, smuggling, caper, suspense, theft, dagger"
37257,"Drama, Mystery, Crime, nurse, alibi, german, letter, widow, murder, lawyer, trial, cigarette smoking, courtroom, murder mystery, tiki culture"
8489,"Drama, usa, transporter, boxer, biography, muhammad"
855,"Action, History, War, prisoners of war, wound, somalia, warlord, famine, delta force, rescue operation"
12660,"Drama, History, Romance, War, france, resistance, loss of lover, world war ii, nazis, escape, woman director"
10269,"Music, Drama, Romance, studies, music, disguise, unhappiness, boys' school, woman director"
5279,"Drama, Mystery, Thriller, servant, money, shooting party"
10950,"Drama, foster parents, pro bono, new baby, social services, learning, coffee shop manager, pizza hut, children's book, locked door, mentally handicapped man, child custody, woman director"
1365,"Drama, Romance, southern usa, waitress, parent child relationship, overweight child, loss of child, new love, unsociability, ethnic stereotype, independent film, electric chair, xenophobia"
6440,"Drama, Romance, sex, adultery, based on novel, fishing, isolation, kidnapping, newfoundland, survival, reporter, drunk"
14580,"Crime, Drama, suicide, homicide, police, cop, revenge, gangster, death, wrecking yard, patrol car, crime syndicate, film noir"
49410,"Comedy, squirrel, gas station, time warp, american dream, company, surrealism, mysterious truck, contest, gasoline, juvenile delinquent, cult film, child as an adult, road movie, child driving car"
28296,"Drama, southern baptist"
24206,"Drama, Action, Thriller"
6037,"Comedy, Crime, Mystery, Thriller, detective, butler, deaf-mute, guest, murder, spoof, sam spade, cadaver, charlie chan, sidekick"
42987,"Drama, london england, bachelor, lover, alcoholism, manservant"
61418,Drama
27099,"Romance, Drama, gay, depression, beach, relationship problems, gay relationship, man man relationship, summer vacation, summer romance"
11857,"Comedy, Drama, surfer, province, death of a friend, idol, change, author"
6312,"Adventure, Horror, Action, History, female nudity, rape, nudity, murder, conspiracy, creature, throat slitting, violence, beast"
11595,"Thriller, Action, Comedy, Crime, Drama, prison, gas station, drug dealer, investigation, weapon, shootout, motorcycle, convict, tough cop, blast"
24166,"Drama, Romance"
26337,"Mystery, Thriller, neo-noir"
59066,"Drama, Romance, Foreign"
77985,"Drama, Romance"
77074,"Comedy, Romance, writer, new york city"
10170,"Drama, Action, Thriller, Romance, cia, secret, soviet union, ex-lover, secret mission, nuclear scientist"
18317,"Fantasy, Drama, Comedy, Science Fiction, Romance, river thames, cello, love, death, ghost, rat"
98491,"Drama, Romance, yorkshire"
26686,"Comedy, Drama, Romance, hotel"
61934,"Comedy, Drama, cadet, immigrant, irish, west point, military academy"
27273,"Animation, Fantasy, Family, dragon"
848,"Fantasy, secret identity, self sacrifice, magic, virgin, solar eclipse, sacrifice, sorcerer's apprentice, amulet, lottery, brood, egg, princess, sorcerer, human sacrifice, dragon, hidden identity, crossdressing, landslide, sword and sorcery"
9610,"Adventure, Fantasy, Action, swordplay, sword, magic, warrior woman, lone wolf, wizardry, royalty, barbarian, sword and sorcery"
15035,"Animation, Fantasy, Science Fiction, ice, adult animation"
16127,"Comedy, Fantasy, musical"
31603,"Thriller, Crime, big oil"
32020,"Drama, Thriller, alcohol, sex, hollywood, prostitution, teenager, drug"
33155,"Comedy, Science Fiction, android, harley davidson, laser, cryogenics, space travel, love, parody, spaceship, space, alien, motorcycle, exercise, force field, meta film, forcefield, cryonics"
4965,"Action, Science Fiction, Thriller, android, alien"
11891,"Action, Comedy, loss of family, loss of parents, supernatural powers, invulnerability, spoof, evil, murder hunt"
11888,"Adventure, Comedy, Family, adoption, log cabin, alaska, sled dogs"
150,"Thriller, Action, Comedy, Crime, Drama, prison, convict, tough cop, fake fight, bowie knife"
35263,Drama
112,"Comedy, Drama, Romance, venice, hotel, copenhagen, waitress, depression, italian, hairdresser, daughter, friendship, language course, adult education center, priest, mother daughter relationship, dogme 95, church, woman director"
125717,Drama
20678,"Action, Adventure, Comedy, slapstick, superhero"
15050,"Science Fiction, Thriller, virtual reality, memory"
10423,"Drama, life and death, martial arts, training, biography, bruce lee"
11710,"Drama, History, liberation, nuremberg, curious"
17691,"Comedy, Western, casino, riverboat"
27378,"Comedy, Drama, Foreign, allegory, dream, hypnosis"
57976,"Documentary, prisoners of war, vietnam, vietnam war, vietcong"
651,"Comedy, Drama, War, daily life, american  way of life, military spoof, doctor, korean war"
31955,"Drama, Romance, prison, prison warden, escape, woman director"
20620,"Mystery, Science Fiction, Thriller, Drama, plastic surgery, suspense"
18647,"Western, Action, ambush, gold, stolen gold"
11362,"Action, Adventure, Drama, Thriller, loss of lover, lover (female), ex-lover, torture, napoleon bonaparte"
2637,"Drama, Horror, Mystery, based on novel, small town, dream, motel, hallucination, bridge, alien life-form, warning, tumor, west virginia, urban legend, premonition, telephone call, hospital, reporter, psychic, car wreck, death of wife, mothman, mysterious events, chemical plant"
10229,"Drama, Romance, based on novel, theatre group, north carolina, theatre milieu, high school, cancer, coming of age, tragic love, teenager, star crossed lovers"
50819,"Comedy, Romance, independent film, woman director"
12659,"Drama, robbery, daily life, bicycle, job, city"
41870,"Comedy, Horror, Science Fiction, independent film"
35650,"Drama, independent film"
9606,"Animation, Science Fiction, jealousy, metropolis, future, son, control, based on comic, robot, synthetic human"
11447,"Drama, profession, sadness, therapist, family's daily life, psychoanalysis, stroke of fate, harmony, marriage crisis, calamity, jogging, tauchen"
16550,"Comedy, Drama, sex, exploitation, high school, celebrity, independent film"
13915,"Comedy, Drama, Horror, independent film"
34723,"Action, Adventure, Drama, Family, southern accent, wanted man, lynch mob, reflection in water, lesson, nosebleed, bloodhound, fake accent, grave digging"
31674,"Comedy, Romance, remake, revenge, wedding, affair"
52744,"Drama, Romance"
43340,"Drama, Music, Romance, musical, song, love, remake, sibling rivalry"
20009,"Comedy, Romance, male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman"
2084,"Comedy, Crime, Thriller, female nudity, robbery, mail order bride, bank clerk"
50225,"Drama, independent film"
74692,"Comedy, Drama, Mystery, Romance"
39775,"Action, rape, gas station, dream, nudity, women's prison, independent film, w.i.p"
51044,"Drama, Music, Romance, opera, love, desire"
29475,"Drama, Music"
4267,"Romance, Comedy, Drama, wife husband relationship, 1970s, bisexuality, classical music, stricken"
4031,"Drama, Comedy, suicide, male nudity, female nudity, bisexuality, menage a trois, release from prison, hoodlum, anarchic comedy"
47871,"Action, Comedy"
11594,"Horror, Drama, History, paris, gypsy, obsession, cathedral, officer, false accusations, hunchback"
19562,"Action, Comedy"
11870,"Comedy, Family, screenplay, film producer, auto, right and justice, liar, essay, intellectual property"
9884,"Action, Thriller, Drama, terrorist, fbi, colombia, firemen, revenge, explosion, car explosion, bomb attack"
11535,"Action, Science Fiction, Thriller, manager, arena, dystopia, wrestling, sport, roller-skating, motor sport, rollerskating, future sport"
27593,"Comedy, Crime, shakespeare, independent film"
11212,"Action, Adventure, Comedy, Family, baby, hoodlum, lost child"
29887,"Drama, Family, Music, uncle, maid, godfather, aviator"
32484,"Drama, Family"
28345,"Drama, Family, Music, gypsy, butler, grandfather, love, mansion, police arrest, governess, companion, goats, christmas, snow globe, frankfurt, crippled child, kidnapped, orphan girl, wicked woman, caroling, german alps, sleigh ride, organ grinder's monkey, alpine cabin"
69928,"Comedy, womanizer"
21921,"Comedy, stand-up comedy"
21845,"Comedy, Family, baseball, sport"
11528,"Comedy, Family, sport, fence, baseball glove, lip flubby, steak on black eye, chased by a dog, steak, story telling"
2441,"Drama, civil war, cow, basque country "
931,"Thriller, Drama, Horror, venice, italy, female nudity, sister sister relationship, gondola, hallucination, supernatural, ladder, premonition, rural setting, public sex, hospital, architecture, psychic, mental illness, reading, brushing teeth, grieving, church restoration"
17130,"Action, Adventure, Comedy, Drama, Family, Music, Romance, dancing, women, sex, karaoke, dream, pop singer, virgin, motel, graduation, kiss, friendship, high school, road trip, unfaithful boyfriend, hospital, singing, teenager, girl, rebellious daughter, on the road, father daughter relationship, chick flick, pop music, audition, teenage pregnancy, mother daughter estrangement, implied rape, woman director, journey, song writing"
10592,"Drama, War, black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia"
8470,"Drama, Thriller, Crime, father son relationship, chicago, heart attack, kidnapping, heart disease, hostage-taking, hospital"
16690,"Adventure, Fantasy, Animation, Family, animation"
39939,"Comedy, Crime, Mystery, alcohol, radio, police chief, highway, cops, broken lizard, marijuana, drug humor, police corruption, aftercreditsstinger, duringcreditsstinger, shenanigans"
9272,"Drama, Horror, Thriller, suspense, business trip, child psychiatrist, fratricide, opening in the ice, disbelieving adult, mother kills own child, scuffle"
14778,"Comedy, Drama, based on novel, war veteran, male friendship, death of a friend, friendship, friends, grief, independent film, last will and testament, memory, death, mother son relationship, ashes, flashback, life, missed opportunity"
19137,"Crime, Comedy, escapee convict, gold bar, film crew"
32499,"Drama, Romance, film producer, rise and fall, flashback sequence, melodrama, punched in the face, hollywood, driving in the rain, motion picture studio"
8737,"War, Action, Drama, History, israel, middle east conflict"
33668,"Comedy, Romance, fashion designer, sportswriter"
39282,"Comedy, Drama, Music, Romance, singer, female protagonist, new york city"
40687,"Comedy, Romance, miami, honeymoon, marriage, woman director"
37230,"Drama, independent film, kitchen sink realism"
993,"Thriller, Mystery, upper class, robbery, infidelity, romantic rivalry, author, extramarital affair"
11698,"Drama, usa, wisconsin, unexpected happiness, american dream, van, break-up, emigrant"
41357,"Comedy, Drama, Romance, sex, age difference, beach, obsession, world war ii, sexual frustration, island, sand, coming of age, teenager, summer vacation, beach house, first love, older woman younger man relationship, sexual awakening, 1940s, summer cottage, soldier's wife"
42458,"Comedy, Romance, resort, affair"
93427,"Drama, rape, village, u.s. soldier"
14475,"Action, Comedy, senate, fight, salesman, theft, car, interstate"
43715,"Thriller, Horror, Romance, Science Fiction, monster, paleontology, paleontologist, arctic, giant monster, new york city, giant insect, man eating monster, prehistoric creature, mantis, praying mantis, insect"
10052,"Drama, pregnancy and birth, voice, dragonfly, car crash, jungle, hospital, doctor, humanitarian, spiritism"
11979,"Drama, Fantasy, Horror, queen, rock star, secret society, vampire, light, bite, music, spontaneous combustion, fatal attraction, fang vamp"
75151,"Drama, Comedy"
35868,"Action, Adventure, Drama, independent film"
13791,"Comedy, Drama, screenplay, rage and hate, alzheimer, stalker, independent film, neighbor, dog, doppelganger"
27824,"Comedy, end of the world"
270306,Drama
9991,"Comedy, Drama, prison, sport, amateur soccer, soccer coach"
480,"Comedy, Drama, Romance, child abuse, adultery, arranged marriage, bollywood, wedding, woman director, wedding arranger, class system"
44340,Horror
18984,"Documentary, Music"
25006,"Action, Crime, Drama"
23479,"Comedy, Family, baseball, sport, little league"
66946,"Comedy, Family, baseball, sport, little league"
19050,"Comedy, Family, baseball, sport, little league"
38442,"Comedy, Drama"
108266,"Adventure, Western, marshal, dynamite, murder, native american reservation, abilene kansas"
108267,"Action, Adventure, Western, lone ranger"
39387,"Comedy, Drama, Romance"
15999,"Action, Adventure, Animation, Fantasy, Horror, Mystery, Science Fiction, bounty hunter, katana, future, vampire, half vampire, adult animation"
614,"Drama, adultery, identity, dream, journey in the past, professor, self-awareness, reality, nightmare, aging, faith, child, acceptance"
56133,Drama
121703,"Western, montana, native american, cattle ranch, land grab"
77955,"Drama, woman director"
2752,"Comedy, Romance, sex addiction, laundromat"
10590,"Action, History, War, vietnam veteran, missile, vietnam war, army, major, based on true story, steel helmet, soldier, explosion, battle, bayonet, death, vietnamese"
40723,"Drama, Horror, eroticism, vampire, suspense, vampirism, woman director, new french extremism"
29039,"Action, Adventure, female nudity, gladiator, gladiator fight, nudity, sword fight, arrow"
22910,"Action, Crime, Drama, prison, sex, exploitation, mercenary, escape, chains"
42517,"Action, Drama, exploitation, women's prison, independent film"
40364,"Horror, secret, massacre, church, demon"
115332,"Drama, Romance"
13225,"Fantasy, Animation, Science Fiction, Family"
21380,"Horror, nuclear power plant, zombie, video nasty, chemical disaster"
46717,"Drama, Romance, female nudity, infidelity, remake, road accident, car accident, heavy rain"
63510,Drama
20465,"Horror, panic, psychopath, murder, slasher, play, vomiting"
35614,"Fantasy, Animation, Science Fiction, Family, cave, queen, troll"
7219,"Horror, female nudity, nudity, gore, severed head, zombie, violence, tropical island, bitten in the neck, throat ripping, video nasty"
35810,"Romance, Drama, Comedy"
18649,"Comedy, Thriller, Mystery, Romance, amateur detective, spoof"
18646,"Comedy, Music, Romance, dance performance, royal wedding"
17058,"Drama, painter, roommate, pimp, death sentence, femme fatale, murder, electric chair, scam, new york city, classic noir, newspaper headline"
13950,"Action, Adventure, Comedy, record store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenile delinquent, stoner, music store, hand on crotch, premarital sex, raised middle finger, employer employee relationship, cupcake, twenty something, money bag, sidewalk, storem"
2135,"Science Fiction, Adventure, Action, future, time machine"
15186,"Comedy, Drama, Romance, independent film"
43997,"Comedy, Foreign, Romance"
31651,"Drama, independent film"
47869,"Mystery, Drama, Thriller, cover-up, torture, terrorism, parade, political, irish rebellion"
965,"Romance, Drama, jealousy, small town, marriage proposal, love of one's life, only child, marriage crisis"
33135,"Drama, Thriller, Romance, Foreign, murder, violence, rage, lost"
10889,"Drama, Action, Thriller, Crime, neighbor, mobster, gangster, new york city"
16149,"Comedy, Documentary, musical, punk"
54287,"Action, Science Fiction, Thriller, biography, ufo, alien, independent film, decapitation, space shuttle"
25628,"Fantasy, Action, Adventure, Science Fiction"
65262,"Horror, bride, stalker, serial killer"
10935,"Action, Drama, History, Western, montana, showdown, brothel, marshal, dance, immigrant, studies, idealist"
44004,"Action, Comedy, Drama, crime fighter, superhero"
22288,"Drama, Music, Romance, texas, on the road"
32030,"Action, Adventure, Comedy, Thriller, germany, usa, england, spy, cia, austria, fbi, book, kgb, adventure, retirement, comedy"
119617,"Comedy, money, mall, high cost of living"
29343,"Horror, Science Fiction, female nudity, rape, boat, mass murder, mutation, exploitation, carnival, fisherman, pollution, water monster, ventriloquist, cult favorite, woman director, blast"
39503,"Drama, san francisco, based on novel, waitress, bar, suicide attempt, wheelchair, bartender, basketball, independent film, hospital, attempted suicide, disabled, handicap"
7988,"Action, Adventure, Drama, sea, pirate"
15310,"Drama, Music, Romance, tradition, star, jewish"
17909,"Drama, Comedy, Adventure, gypsy, bus, world war ii, belgrad"
22130,"Horror, male nudity, female nudity, lake, german, nudity, nazis, revenge, gore, zombie, soldier, violence, living dead"
26843,"Action, History, War, italy, middle east, resistance, world war ii, libya, benito mussolini, based on true story, guerrilla warfare"
27458,"Comedy, Drama, virgin, summer camp"
14807,"Crime, Drama, Action, Thriller, thriller, bombing"
14729,"Western, History, brother brother relationship, jesse james, cole younger"
46973,"Drama, seer, psychic"
8690,"Adventure, Horror, female nudity, independent film, gore, jungle, grindhouse, mass suicide, torture, cannibal, cult film, sect, cannibalism, new guinea, sadistic horror"
39543,"Comedy, Drama, Romance, psychology, punishment, reward"
